comment_text,content_id,형태소,형태소기반_감정,맥락기반_감정
오 기존 요구르트병 활용하는 거 넘 좋아요 가끔 정리용품 살때마다 뭔가 환경을 생각 못 하는 것 같을 때도 있는데 찐으로 필요한 것만 활용하신 것 같아요 저도 살림리뷰로그 시작했는데 하나하나 촬영하는거 너무 힘들더라고요 ㅎㅎ 영상 잘보고 좋아요 구독도 누르고 갑니다 종종 찾아올게요❤❤,374,"['기존', '요구르트', '활용', '정리', '용품', '환경', '생각', '필요', '활용', '살림', '리뷰', '로그', '시작', '촬영', '힘들', '영상', '구독', '누르', '찾아오']",부정,부정
원장님 건의있어요병원에서갔다놓으시면 구매가참좋은데요 구하기힘들어요,376,"['원장', '건의', '병원', '구매', '구하', '힘들']",부정,부정
함량이 없으면 믿기힘들죠,398,"['함량', '힘들']",부정,부정
사기,453,['사기'],부정,부정
오쏘몰 진짜 쓸데없이 비쌈. 왜 갑자기 유명해졌나 몰라,462,"['오쏘몰', '비싸', '유명', '모르']",부정,부정
"보현님 요즘 도 저 오메가3 드실까요? 산패 안 되려면 개별포장 된 제품이 낫구, 산패돼버리면 오히려 발암물질로 작용할 수도 있다 해요 ㅠㅠ",463,"['보현', '요즘', '오메가', '드시', '산패', '개별', '포장', '제품', '산패', '버리', '발암', '물질', '작용']",중립,부정
헐… 초창기부터 봤던 사람이였는데 동안인것도 알아서 끽해도 30겠지 했는데 30대 중반… 맞네요ㅠ 제가 중학생때부터 챙겨봤는데 계산하면 30대 중반이 맞는데 영상만 계속보면 체감이 안되는… 언니 짱 동안이야…🥺 너무 예쁘구 부러워요🤍,469,"['초창기', '사람', '동안', '중반', '중학', '챙기', '계산', '중반', '영상', '체감', '언니', '동안', '예쁘', '부럽']",긍정,부정
당뇨병이있는데 멀티비타민 복용하고 있는데 머리가아파요 안먹으면 안아파요 왜그럴까요?,488,"['당뇨병', '멀티', '비타민', '복용', '머리', '아프', '아프', '그러']",부정,부정
다 비싸네요,497,['비싸'],부정,부정
글루타치온 효과없지않나요?ㅋㅋㅋ,497,['효과'],긍정,부정
단백질 쉐이크를 먹고 목이 붓고 가려운 거 땜에 먹어보고 싶은데 샀다가 또 그러면 저거 못 먹으니 사기 좀 그렇네요 ㅠㅠ,520,"['단백질', '쉐이크', '가렵', '그러', '저거', '사기', '그렇']",부정,부정
올리브영도 좋아하는데 염미솔대표님이 더 좋아여 매 영상이 너무 기다려집니다ㅠㅠㅠ요즘 아침 일어나기 힘들정도로 너무 피곤했는데...좋은 정보 감사합니다 !,524,"['올리브', '좋아하', '대표', '영상', '기다리', '요즘', '아침', '일어나', '힘들', '정도', '피곤', '정보', '감사']",긍정,부정
"남편이 수면질이 안좋아서 자주깨고, 잠을 잘 못들어요, 남편 꼭 사줘야겠어요!",524,"['남편', '수면', '남편']",중립,부정
"🍀밤이 되면 침대에 누워 뒤척이는 시간이 너무나 익숙해져 버렸어요. 피곤해서 눈은 감기는데 정신은 또렷하고, 그러다 보면 잠은 더 달아나 버리는 악순환의 연속이었죠. 다음 날 아침에는 개운함은커녕 온몸이 찌뿌둥하고 머리는 멍한 상태로 하루를 시작하는 게 일상이었습니다. 이런 저에게 코자아는 마치 꿈같은 이야기를 들려주는 듯해요. ""잠이 드는 시간을 너무너무 단축시켜준다""는 후기에 솔깃하지 않을 수 없었거든요. 사실 그동안 수면 영양제나 보조제에 대한 막연한 불안감이 있었어요. 혹시라도 의존하게 될까 봐, 아니면 부작용이 있을까 봐 망설였던 게 사실입니다. 하지만 코자아는 수면제 성분이 없다는 점, 그리고 필요할 때만 섭취하면 된다는 점이 제 불안감을 해소해줬습니다. 매일 꾸준히 먹어야 하는 부담도 없고요. 특히 중요한 시험이나 발표를 앞두고 잠을 설칠 때, 혹은 주말 동안 밀린 휴식을 제대로 취하고 싶을 때 코자아가 큰 도움이 될 것 같아요. 잠 못 드는 밤의 스트레스는 이제 그만! 코자아 덕분에 숙면을 취하고 다음 날 활기찬 하루를 맞이할 수 있다는 기대감에 벌써부터 설렙니다. 이번 이벤트를 통해 코자아를 만나보고 싶어요. 잠의 질이 수직 상승하는 경험을 꼭 해보고 싶습니다~!!",524,"['침대', '뒤척이', '시간', '버리', '피곤', '감기', '정신', '또렷하', '그러', '달아나', '버리', '악순환', '연속', '다음', '아침', '온몸', '머리', '멍하', '상태', '하루', '시작', '일상', '자아', '이야기', '들려주', '시간', '단축', '후기', '그동안', '수면', '영양제', '보조', '대하', '불안감', '의존', '아니', '부작용', '망설이', '사실', '코자아', '수면제', '성분', '필요', '섭취', '불안감', '해소', '부담', '중요', '시험', '발표', '앞두', '설치', '주말', '동안', '밀리', '휴식', '취하', '자아', '도움', '스트레스', '자아', '덕분', '숙면', '취하', '다음', '활기차', '하루', '기대감', '설레', '이번', '이벤트', '통하', '자아', '만나', '수직', '상승', '경험']",긍정,부정
"수면의 질이 점점 중요해진 요즘, 여름에는 한두 번씩 꼭 깨고 늦게까지 작업하다 보면 오히려 잠이 더 안 올 때가 많아 정말 힘들었습니다. 매일 핸드폰을 붙잡고 누워 있다 보면 자야 한다는 생각에 압박도 점점 커지고, 어느 순간 잠이 스트레스처럼 느껴지기도 했는데요. 이번 영상을 보며 “압박감 없이 잠에 드는 루틴이 필요하다”는 말에 깊이 공감했고, 코자아가 수면의 감정선까지 케어해준다는 점이 특히 기대됩니다. 체리향에 쌉싸름한 맛도 궁금하고, 앞으로 좋은 수면 습관에 도움이 되었으면 좋겠습니다!",524,"['수면', '중요', '요즘', '여름', '작업', '힘들', '핸드폰', '붙잡', '생각', '압박', '커지', '순간', '스트레스', '느끼', '이번', '영상', '압박감', '루틴', '필요', '공감', '자아', '수면', '감정', '케어', '기대', '체리', '쌉싸름', '수면', '습관', '도움']",긍정,부정
"진짜 요즘 ㅠㅠ 지독한 불면증 때문에 제 인생이 바뀌었다고 해도 과언이 아니에요! 삶이라는 게, 잠을 잘 자고 안 자고에 떠나 질이 천차만별로 바뀌더라고요. 요즘 저희 회사 사정상 업무 양이 많아지고, 야근과 회식의 연속… 간은 쉴 틈이 없고 때문에 몸은 피로하고 저는 술을 마시면 잠을 절대 못 자는 편이어서 요즘은 맨 정신으로 일상 생활하는 게 거의 불가능해요! 🥹 정말 바쁘다 바빠 현대 사회를 살아가는 직장인에게 연말과 새해는… 끝없는 피로와의 전쟁, 불면증과의 사투에 시달리는 시기가 아닌가 싶어요! ㅠㅠ 코자아가 많은 이들이 야근과 늦퇴 속에서도 편안하게 잠들 수 있게 도와준 제품이라고 하니 저에게도 지금 꼭 필요한 제품인것 같다는 생각이 들어서 꼭 체험해 보고 싶어졌어요! 부작용 걱정 없이 먹을 수 있다는 점이 최고의 메리트 같아요! 😭 확실히 사람이 잠을 못 자니까 식욕 부진은 기본이고 온몸이 띵띵 붓고, 다크서클은 푸바오 급에, 일을 하는데 실수도 많이 하고 말도 잘 못 하겠더라구요. 🔥 불면증이 심하고 밤새 뒤척이다 보니 가끔 가위에 눌리거나 악몽도 꾸는데, 삶의 질이 완전히 하락해 버린 요즘이에요! 어버이날 챙겨드렸지만, 직접 얼굴 못 뵌 게 마음에 너무 걸리네요. 누가 봐도 뿌듯하고 건강한 몰골과 모습으로 부모님 뵈러 고향 내려가고 싶은데 쉽지 않네요. 🥹🙏🏻 저에게도 코지아의 구원이 절실합니다! ㅜㅜ 많은 분들이 찐으로 효과 보신 제품이라고 하니 저도 너무 탐나요. 🎁 코자아 먹고 코~ 하고 푹 자고 싶어요!",524,"['불면증', '때문', '인생', '바뀌', '과언', '아니', '떠나', '천차만별', '바뀌', '요즘', '저희', '회사', '사정', '업무', '야근', '회식', '연속', '때문', '피로', '마시', '요즘', '정신', '일상', '생활', '가능', '바쁘', '바쁘', '현대', '사회', '살아가', '직장인', '연말', '새해', '끝없', '피로', '전쟁', '불면증', '사투', '시달리', '시기', '아니', '코자아', '야근', '편안', '잠들', '제품', '필요', '제품', '생각', '체험', '부작용', '걱정', '최고', '메리트', '사람', '식욕', '부진', '기본', '온몸', '다크', '서클', '푸바오', '실수', '불면증', '심하', '밤새', '뒤척이', '가위', '눌리', '악몽', '하락', '버리', '요즘', '어버이날', '챙기', '드리', '얼굴', '마음', '걸리', '누구', '건강', '몰골', '모습', '부모', '고향', '내려가', '코지아', '구원', '효과', '제품', '탐나', '코자아']",긍정,부정
📌 제품 구매 방법 안내 영상 보시고 “이거 뭐야?” 싶으셨다면👇 👉 프로필 들어가서 상단에 고정된 블로그에 영상에 나온 같은 제품 리뷰 참고해주세요~ 👉 블로그에 더 자세하게 나와있으니까 보시고 제품별로 링크 있어요~,527,"['제품', '구매', '방법', '안내', '영상', '이거', '프로필', '들어가', '상단', '고정', '블로그', '영상', '나오', '제품', '리뷰', '참고', '블로그', '나오', '제품', '링크']",중립,부정
선생님 아르기닌 구하기가 힘들어요 동네 약국에 없습니다 어느 약국에 가야 하나요,532,"['선생', '아르기닌', '구하', '힘들', '동네', '약국', '약국']",부정,부정
아르기닌 위가 안좋은 사람은 먹지마라. 내가 먹었다가 깨스차고 더부룩하고 소화도 잘안되고 골때려서 안먹는다. 몸 좋아질려다 몸 망가지는 약,532,"['아르기닌', '사람', '깨스', '소화', '때리', '망가지']",중립,부정
"구리는 가끔 놋그릇 식기만 사용해 충분히 용해되어 몸에 잘 흡수됩니다. 특히 이온화가 잘 되어 있기 때문에 신체의 전기적 특성까지 보완됩니다. 단, 전기선을 입에 넣고 빠는건 감전의 위험이 있으니 조심하시고..",537,"['구리', '놋그릇', '식기', '사용', '용해', '흡수', '이온', '때문', '신체', '전기', '특성', '보완', '전기선', '감전', '위험', '조심']",중립,부정
