comment_text,content_id,형태소,감정
"이 포스팅은 쿠팡파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. https://link.coupang.com/a/c0z4fd 1위 : 종근당건강 프로메가 오메가3 트리플 가격 : 9,800원 링크 : https://link.coupang.com/a/c0z4fd 2위 : GNM 건강한 간 밀크씨슬 가격 : 20,410원 링크 : https://link.coupang.com/a/c0z4fg 3위 : 뉴트리디데이 프리미엄 밀크씨슬 골드 가격 : 12,900원 링크 : https://link.coupang.com/a/c0z4fj 4위 : 락토핏 코어 유산균 60p 가격 : 32,200원 링크 : https://link.coupang.com/a/c0z4fl 5위 : 뉴트리디데이 프리미엄 비타민D 5000IU 27g 가격 : 22,900원 링크 : https://link.coupang.com/a/c0z4fm 6위 : 판클 EPA DPA 중성지방 다이어트 오메가3 지방산 30일분 가격 : 16,300원 링크 : https://link.coupang.com/a/c0z4fo 7위 : 뉴트리디데이 프리미엄 밀크씨슬 골드 가격 : 24,900원 링크 : https://link.coupang.com/a/c0z4fq 8위 : 뉴트리하루 실리마린 밀크 시슬 추출물 밀크씨슬 아르기닌 플러스 야관문 글루타치온 가격 : 28,200원 링크 : https://link.coupang.com/a/c0z4fr 9위 : 일양약품 프라임 칼슘 마그네슘 비타민D 아연 가격 : 10,970원 링크 : https://link.coupang.com/a/c0z4fu 10위 : 홀리데이즈 프리미엄 콜라겐 타블렛 가격 : 9,900원 링크 : https://link.coupang.com/a/c0z4fy ⭐️ 특별 혜택 링크 https://temu.to/k/glb5f443d8e 을(를) 탭하고 최고 품질의 상품을 초저가로 만나보세요. 🛍 이렇게 파격적인 혜택은 오직 Temu에서만 제공됩니다. 지금 쇼핑하고 큰 할인을 받으세요! ⭐️ 당신을 위한 또 다른 놀라움! 저와 함께 수익을 얻으시려면 https://temu.to/k/g7a19moq5z4 을 클릭하세요! 감사합니다.",96,"['포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '종근당', '건강', '프로', '메가', '오메가', '트리플', '가격', '링크', '건강', '밀크', '가격', '링크', '트리', '데이', '프리미엄', '밀크', '골드', '가격', '링크', '락토핏', '코어', '유산균', '가격', '링크', '트리', '데이', '프리미엄', '비타민', '가격', '링크', '중성', '지방', '다이어트', '오메가', '지방산', '가격', '링크', '트리', '데이', '프리미엄', '밀크', '골드', '가격', '링크', '트리', '하루', '밀크', '추출물', '밀크', '아르기닌', '플러스', '관문', '가격', '링크', '일양약품', '프라임', '칼슘', '마그네슘', '비타민', '아연', '가격', '링크', '홀리데이', '프리미엄', '콜라겐', '가격', '링크', '특별', '혜택', '링크', '최고', '품질', '상품', '저가', '만나', '이렇', '파격', '혜택', '제공', '쇼핑', '할인', '당신', '위하', '놀랍', '수익', '클릭', '감사']",긍정
"영상 속 다이소 건기식 추천 약사 구매링크: https://link.coupang.com/a/cYiEi9 이 포스팅은 쿠팡파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. 1위 : 테팔 인덕션 티타늄 1X 데일리 컴포트 프라이팬, 28cm, 1개 가격 : 25,980원 링크 : https://link.coupang.com/a/cYiEi9 2위 : 더미식 귀리쌀밥, 180g, 24개 가격 : 21,990원 링크 : https://link.coupang.com/a/cYiEjb 3위 : 리큐 진한겔 하이브리드 드럼용 액상세제 리필, 2.1L, 4개 가격 : 12,850원 링크 : https://link.coupang.com/a/cYiEjd 4위 : 듀라셀 알카라인 AA 건전지, 20개입, 1개 가격 : 11,130원 링크 : https://link.coupang.com/a/cYiEjf 5위 : 스탠리 아이스플로우 에어로라이트 패스트플로우 텀블러, 애쉬, 473ml, 1개 가격 : 29,920원 링크 : https://link.coupang.com/a/cYiEjg 6위 : 루아베 부드러운 워싱 차렵이불 세트 가격 : 34,910원 링크 : https://link.coupang.com/a/cYiEjh 7위 : 그래이불 국내산 순수 오가닉 코튼 호텔 침구세트 가격 : 85,530원 링크 : https://link.coupang.com/a/cYiEji 8위 : 광동제약 진 쌍화, 100ml, 20개 가격 : 9,480원 링크 : https://link.coupang.com/a/cYiEjk 9위 : 세브란스에이투 전용목장 단백우유, 180ml, 24개 가격 : 15,330원 링크 : https://link.coupang.com/a/cYiEjl 10위 : 브랜든 2세대 부피순삭 의류 이불 다용도 대형 압축 파우치 2매세트 가격 : 60,000원 링크 : https://link.coupang.com/a/cYiEjn 감사합니다.",97,"['영상', '다이소', '추천', '약사', '구매', '링크', '포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '테팔', '인덕션', '티타늄', '데일리', '포트', '프라이팬', '가격', '링크', '더미', '귀리', '쌀밥', '가격', '링크', '리큐', '진하', '하이브리드', '드럼', '액상', '세제', '리필', '가격', '링크', '듀라셀', '라인', '건전지', '개입', '가격', '링크', '스탠리', '아이스', '플로우', '에어로', '라이트', '패스트', '플로우', '텀블러', '애쉬', '가격', '링크', '루아베', '부드럽', '워싱', '차렵이불', '세트', '가격', '링크', '이불', '국내', '순수', '오가', '코튼', '호텔', '침구', '세트', '가격', '링크', '광동제약', '가격', '링크', '세브란스', '에이', '전용', '목장', '단백', '우유', '가격', '링크', '브랜든', '세대', '부피', '의류', '이불', '다용도', '압축', '파우치', '세트', '가격', '링크', '감사']",긍정
"이 포스팅은 쿠팡파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. https://link.coupang.com/a/cXsRiT 1위 : [국민건강 프로젝트] 대웅제약 마그네슘 에너지케어 가격 : 19,900원 링크 : https://link.coupang.com/a/cXsRiT 2위 : [국민건강 프로젝트] 대웅제약 바나바잎추출물 가격 : 20,000원 링크 : https://link.coupang.com/a/cXsRiU 3위 : BH코리아 다용도 접이식 식품 건조망 (생선건조,야채건조,나물건조,고추건조) BH KOREA, 1개, 3단, 화이트 가격 : 11,500원 링크 : https://link.coupang.com/a/cXsRiV 4위 : [국민건강 프로젝트] 대웅제약 프로바이오틱스 유산균 가격 : 19,900원 링크 : https://link.coupang.com/a/cXsRiW 5위 : BH코리아 다용도 접이식 식품 건조망 (생선건조,야채건조,나물건조,고추건조) BH KOREA, 1개, 2단, 화이트 가격 : 10,500원 링크 : https://link.coupang.com/a/cXsRiX 6위 : 종근당건강 프로메가 오메가3 트리플 장용성 가격 : 10,470원 링크 : https://link.coupang.com/a/cXsRiY 7위 : [국민건강 프로젝트] 대웅제약 프로바이오틱스 유산균 가격 : 10,000원 링크 : https://link.coupang.com/a/cXsRiZ 8위 : 종근당 칼슘 앤 마그네슘 비타민D 아연 가격 : 25,080원 링크 : https://link.coupang.com/a/cXsRi0 9위 : 다용도 고추건조기 대용량건조트레이 야채건조기 과일건조기 식건조기 열풍건조, 1)6레이어 가격 : 199,990원 링크 : https://link.coupang.com/a/cXsRi1 10위 : [국민건강 프로젝트] 대웅제약 바나바잎추출물 가격 : 10,000원 링크 : https://link.coupang.com/a/cXsRi2 ⭐️ 특별 혜택 링크 https://temu.to/k/glb5f443d8e 을(를) 탭하고 최고 품질의 상품을 초저가로 만나보세요. 🛍 이렇게 파격적인 혜택은 오직 Temu에서만 제공됩니다. 지금 쇼핑하고 큰 할인을 받으세요! ⭐️ 당신을 위한 또 다른 놀라움! 저와 함께 수익을 얻으시려면 https://temu.to/k/g7a19moq5z4 을 클릭하세요! 감사합니다.",98,"['포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '국민', '건강', '프로젝트', '대웅제약', '마그네슘', '에너지', '케어', '가격', '링크', '국민', '건강', '프로젝트', '대웅제약', '추출물', '가격', '링크', '코리아', '다용도', '접이식', '식품', '건조', '생선', '건조', '야채', '건조', '나물', '건조', '고추', '건조', '화이트', '가격', '링크', '국민', '건강', '프로젝트', '대웅제약', '프로바이오틱스', '유산균', '가격', '링크', '코리아', '다용도', '접이식', '식품', '건조', '생선', '건조', '야채', '건조', '나물', '건조', '고추', '건조', '화이트', '가격', '링크', '종근당', '건강', '프로', '메가', '오메가', '트리플', '장용', '가격', '링크', '국민', '건강', '프로젝트', '대웅제약', '프로바이오틱스', '유산균', '가격', '링크', '종근당', '칼슘', '마그네슘', '비타민', '아연', '가격', '링크', '다용도', '고추', '건조기', '용량', '건조', '트레이', '야채', '건조기', '과일', '건조기', '건조기', '열풍', '건조', '레이어', '가격', '링크', '국민', '건강', '프로젝트', '대웅제약', '추출물', '가격', '링크', '특별', '혜택', '링크', '최고', '품질', '상품', '저가', '만나', '이렇', '파격', '혜택', '제공', '쇼핑', '할인', '당신', '위하', '놀랍', '수익', '클릭', '감사']",긍정
"이 포스팅은 쿠팡파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. https://link.coupang.com/a/de4fnt 1위 : 경남제약 결콜라겐 플러스 가격 : 16,470원 링크 : https://link.coupang.com/a/de4fnt 2위 : 종근당건강 프로메가 오메가3 트리플 가격 : 10,520원 링크 : https://link.coupang.com/a/de4fnu 3위 : 뉴트리디데이 프리미엄 비타민D 5000IU 27g 가격 : 22,900원 링크 : https://link.coupang.com/a/de4fnw 4위 : 뉴트리디데이 프리미엄 밀크씨슬 골드 가격 : 12,900원 링크 : https://link.coupang.com/a/de4fnx 5위 : [코큐텐 혈압건강] 대웅제약 코엔자임 Q10 가격 : 16,240원 링크 : https://link.coupang.com/a/de4fny 6위 : 자연의품격 건강한 간 밀크씨슬 75g 가격 : 21,490원 링크 : https://link.coupang.com/a/de4fnz 7위 : 일양약품 프라임 칼슘 마그네슘 비타민D 아연 가격 : 11,230원 링크 : https://link.coupang.com/a/de4fnA 8위 : 뉴트립 간건강 밀크씨슬 600 mg 가격 : 11,500원 링크 : https://link.coupang.com/a/de4fnB 9위 : 락토핏 코어 유산균 60p 가격 : 32,200원 링크 : https://link.coupang.com/a/de4fnC 10위 : 지속형 마그네슘 250mg | 칼륨 99mg 함유, 심혈관 건강, 근육 기능 지원, 혈압 조절, 에너지 대사 촉진, 6시간 서방형, 비건 캡슐, 무글루텐, NON-GMO 가격 : 17,010원 링크 : https://link.coupang.com/a/de4fnE ⭐️ 특별 혜택 링크 https://temu.to/k/glb5f443d8e 을(를) 탭하고 최고 품질의 상품을 초저가로 만나보세요. 🛍 이렇게 파격적인 혜택은 오직 Temu에서만 제공됩니다. 지금 쇼핑하고 큰 할인을 받으세요! ⭐️ 당신을 위한 또 다른 놀라움! 저와 함께 수익을 얻으시려면 https://temu.to/k/g7a19moq5z4 을 클릭하세요! 감사합니다.",99,"['포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '경남', '제약', '콜라겐', '플러스', '가격', '링크', '종근당', '건강', '프로', '메가', '오메가', '트리플', '가격', '링크', '트리', '데이', '프리미엄', '비타민', '가격', '링크', '트리', '데이', '프리미엄', '밀크', '골드', '가격', '링크', '코큐텐', '혈압', '건강', '대웅제약', '코엔자임', '가격', '링크', '자연', '품격', '건강', '밀크', '가격', '링크', '일양약품', '프라임', '칼슘', '마그네슘', '비타민', '아연', '가격', '링크', '건강', '밀크', '가격', '링크', '락토핏', '코어', '유산균', '가격', '링크', '지속', '마그네슘', '칼륨', '함유', '심혈관', '건강', '근육', '기능', '지원', '혈압', '조절', '에너지', '대사', '촉진', '시간', '서방', '캡슐', '글루텐', '가격', '링크', '특별', '혜택', '링크', '최고', '품질', '상품', '저가', '만나', '이렇', '파격', '혜택', '제공', '쇼핑', '할인', '당신', '위하', '놀랍', '수익', '클릭', '감사']",긍정
"이 포스팅은 쿠팡파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. https://link.coupang.com/a/cZqa2J 1위 : BH코리아 다용도 접이식 식품 건조망 (생선건조,야채건조,나물건조,고추건조) BH KOREA, 1개, 3단, 화이트 가격 : 11,500원 링크 : https://link.coupang.com/a/cZqa2J 2위 : 판클 EPA DPA 중성지방 다이어트 오메가3 지방산 30일분 가격 : 16,300원 링크 : https://link.coupang.com/a/cZqa2K 3위 : 뉴트리디데이 프리미엄 밀크씨슬 골드 가격 : 12,900원 링크 : https://link.coupang.com/a/cZqa2L 4위 : GNM 건강한 간 밀크씨슬 가격 : 21,490원 링크 : https://link.coupang.com/a/cZqa2M 5위 : 종근당건강 프로메가 오메가3 트리플 장용성 가격 : 10,590원 링크 : https://link.coupang.com/a/cZqa2N 6위 : BH코리아 다용도 접이식 식품 건조망 (생선건조,야채건조,나물건조,고추건조) BH KOREA, 1개, 2단, 화이트 가격 : 10,500원 링크 : https://link.coupang.com/a/cZqa2P 7위 : 일양약품 프라임 칼슘 마그네슘 비타민D 아연 가격 : 10,840원 링크 : https://link.coupang.com/a/cZqa2R 8위 : 뉴트리디데이 프리미엄 비타민D 5000IU 27g 가격 : 22,900원 링크 : https://link.coupang.com/a/cZqa2S 9위 : 홈프로 매쉬 다용도 야채 보관망 양파 마늘 건조망 장바구니 1 | 1, 2개, 그린 가격 : 7,960원 링크 : https://link.coupang.com/a/cZqa2T 10위 : 홀리데이즈 프리미엄 콜라겐 타블렛 가격 : 9,900원 링크 : https://link.coupang.com/a/cZqa2U ⭐️ 특별 혜택 링크 https://temu.to/k/glb5f443d8e 을(를) 탭하고 최고 품질의 상품을 초저가로 만나보세요. 🛍 이렇게 파격적인 혜택은 오직 Temu에서만 제공됩니다. 지금 쇼핑하고 큰 할인을 받으세요! ⭐️ 당신을 위한 또 다른 놀라움! 저와 함께 수익을 얻으시려면 https://temu.to/k/g7a19moq5z4 을 클릭하세요! 감사합니다.",100,"['포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '코리아', '다용도', '접이식', '식품', '건조', '생선', '건조', '야채', '건조', '나물', '건조', '고추', '건조', '화이트', '가격', '링크', '중성', '지방', '다이어트', '오메가', '지방산', '가격', '링크', '트리', '데이', '프리미엄', '밀크', '골드', '가격', '링크', '건강', '밀크', '가격', '링크', '종근당', '건강', '프로', '메가', '오메가', '트리플', '장용', '가격', '링크', '코리아', '다용도', '접이식', '식품', '건조', '생선', '건조', '야채', '건조', '나물', '건조', '고추', '건조', '화이트', '가격', '링크', '일양약품', '프라임', '칼슘', '마그네슘', '비타민', '아연', '가격', '링크', '트리', '데이', '프리미엄', '비타민', '가격', '링크', '프로', '매쉬', '다용도', '야채', '보관', '마늘', '건조', '바구니', '그린', '가격', '링크', '홀리데이', '프리미엄', '콜라겐', '가격', '링크', '특별', '혜택', '링크', '최고', '품질', '상품', '저가', '만나', '이렇', '파격', '혜택', '제공', '쇼핑', '할인', '당신', '위하', '놀랍', '수익', '클릭', '감사']",긍정
,101,[],중립
"이 포스팅은 쿠팡파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. https://link.coupang.com/a/cZqceb 1위 : 허브앤리빙 홈 디퓨저 가격 : 19,800원 링크 : https://link.coupang.com/a/cZqceb 2위 : 포트메리온 보타닉가든 라자냐 접시 가격 : 20,200원 링크 : https://link.coupang.com/a/cZqcec 3위 : 셀렉스 프로틴 오리지널 가격 : 24,900원 링크 : https://link.coupang.com/a/cZqced 4위 : 맛있는우유GT 소화 잘되는 배안아픈 우유 진짜 고소한 락토프리 가격 : 18,110원 링크 : https://link.coupang.com/a/cZqcee 5위 : 코멧 다용도 실속 키친타월 가격 : 11,990원 링크 : https://link.coupang.com/a/cZqcef 6위 : 피죤 건조기용 시그니처 시트 섬유유연제 미스틱레인 본품 가격 : 12,240원 링크 : https://link.coupang.com/a/cZqceg 7위 : 뉴발란스 플래시 런닝화 가격 : 68,730원 링크 : https://link.coupang.com/a/cZqceh 8위 : 스너글 실내건조 섬유유연제 멜로우 선샤인 본품 가격 : 11,390원 링크 : https://link.coupang.com/a/cZqcei 9위 : 파르페by알레르망 국내 제조 알러지케어 페이드 다운필 차렵이불 세트 가격 : 116,900원 링크 : https://link.coupang.com/a/cZqcek 10위 : 보노하우스 국내 제조 라탄플러스 우드상판 서랍장 가격 : 76,900원 링크 : https://link.coupang.com/a/cZqcel ⭐️ 특별 혜택 링크 https://temu.to/k/glb5f443d8e 을(를) 탭하고 최고 품질의 상품을 초저가로 만나보세요. 🛍 이렇게 파격적인 혜택은 오직 Temu에서만 제공됩니다. 지금 쇼핑하고 큰 할인을 받으세요! ⭐️ 당신을 위한 또 다른 놀라움! 저와 함께 수익을 얻으시려면 https://temu.to/k/g7a19moq5z4 을 클릭하세요! 감사합니다.",102,"['포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '허브', '리빙', '디퓨저', '가격', '링크', '포트', '메리', '보타닉', '라자냐', '접시', '가격', '링크', '렉스', '프로', '오리지널', '가격', '링크', '맛있', '우유', '소화', '아프', '우유', '고소하', '프리', '가격', '링크', '코멧', '다용도', '키친타월', '가격', '링크', '피죤', '건조기', '시그니처', '시트', '섬유', '유연제', '미스틱', '가격', '링크', '뉴발란스', '플래시', '런닝', '가격', '링크', '스너글', '실내', '건조', '섬유', '유연제', '로우', '샤인', '가격', '링크', '파르페', '국내', '제조', '알러지', '케어', '페이드', '다운', '차렵이불', '세트', '가격', '링크', '보노', '하우스', '국내', '제조', '플러스', '우드', '상판', '서랍', '가격', '링크', '특별', '혜택', '링크', '최고', '품질', '상품', '저가', '만나', '이렇', '파격', '혜택', '제공', '쇼핑', '할인', '당신', '위하', '놀랍', '수익', '클릭', '감사']",긍정
"이 포스팅은 쿠팡파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다. https://link.coupang.com/a/cUoGXg 1위 : 네추럴라이즈 콜라겐에 쏙빠지다 가격 : 12,600원 링크 : https://link.coupang.com/a/cUoGXg 2위 : 경남제약 결콜라겐 플러스 가격 : 13,950원 링크 : https://link.coupang.com/a/cUoGXh 3위 : 결콜라겐 경남제약 가격 : 14,740원 링크 : https://link.coupang.com/a/cUoGXi 4위 : 미즈온 이너스빗 프리미엄 식물성 비건 먹는 콜라겐 젤리스틱 3300mg 14포, 2박스, 280g 가격 : 49,400원 링크 : https://link.coupang.com/a/cUoGXk 5위 : 경남제약 결콜라겐 플러스 가격 : 25,680원 링크 : https://link.coupang.com/a/cUoGXl 6위 : 인생한방 콜라겐 4000 프랑스산 저분자 어린 피쉬콜라겐 비오틴 플러스, 140g, 1개 가격 : 29,900원 링크 : https://link.coupang.com/a/cUoGXn 7위 : 경남제약 결콜라겐 플러스 가격 : 14,250원 링크 : https://link.coupang.com/a/cUoGXq 8위 : 결콜라겐 경남제약 가격 : 15,890원 링크 : https://link.coupang.com/a/cUoGXr 9위 : 결콜라겐 경남제약 가격 : 28,800원 링크 : https://link.coupang.com/a/cUoGXt 10위 : 하나마이 본사직영 저분자 피쉬 콜라겐 100% 대용량 3세트(인도네시아산 원료사용), 100g, 3개 가격 : 56,600원 링크 : https://link.coupang.com/a/cUoGXv ⭐️ 특별 혜택 링크 https://temu.to/k/glb5f443d8e 을(를) 탭하고 최고 품질의 상품을 초저가로 만나보세요. 🛍 이렇게 파격적인 혜택은 오직 Temu에서만 제공됩니다. 지금 쇼핑하고 큰 할인을 받으세요! ⭐️ 당신을 위한 또 다른 놀라움! 저와 함께 수익을 얻으시려면 https://temu.to/k/g7a19moq5z4 을 클릭하세요! 감사합니다.",103,"['포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '네추럴라이즈', '콜라겐', '빠지', '가격', '링크', '경남', '제약', '콜라겐', '플러스', '가격', '링크', '콜라겐', '경남', '제약', '가격', '링크', '미즈온', '이너스빗', '프리미엄', '식물', '콜라겐', '젤리', '스틱', '박스', '가격', '링크', '경남', '제약', '콜라겐', '플러스', '가격', '링크', '인생', '콜라겐', '프랑스', '저분자', '어리', '피쉬', '콜라겐', '비오티', '플러스', '가격', '링크', '경남', '제약', '콜라겐', '플러스', '가격', '링크', '콜라겐', '경남', '제약', '가격', '링크', '콜라겐', '경남', '제약', '가격', '링크', '본사', '직영', '저분자', '피쉬', '콜라겐', '용량', '세트', '인도네시아', '원료', '사용', '가격', '링크', '특별', '혜택', '링크', '최고', '품질', '상품', '저가', '만나', '이렇', '파격', '혜택', '제공', '쇼핑', '할인', '당신', '위하', '놀랍', '수익', '클릭', '감사']",긍정
"변비는 단순히 변이 안나오는게 아니라 신체에 각족 문제를 일으키기 때문에 꼭 해결해야 하는 문제입니다. 다이소에서 저렴한 가격으로 변비 해결 해보시길 추천드립니다. ▶더 높은 용량 마그네슘, 통 추천 제품 https://iherb.co/fhTidLgL (1알 420mg 다이소 보다 고용량) ▶다이소 대웅제약 마그네슘 (다이소에서 3천원에 판매중. 동일제품이니 다이소 못가시는 경우만) https://link.coupang.com/a/dYWZ52 (다이소는 3천원인데 30정 2통 - 11690원) ▶영양제에 대한 질문 있으시면 아래 밴드에 남겨주세요. 제가 일일이 확인 후 답 드립니다. https://www.band.us/band/98645344 ▶영양제 할인 소식을 놓치고 싶지 않다면 아래 카카오톡 채널을 추가해두세요. 공구 시 알려드려요. http://pf.kakao.com/_NRixnxj",104,"['변비', '나오', '아니', '신체', '문제', '일으키', '때문', '해결', '문제', '다이소', '저렴하', '가격', '변비', '해결', '추천', '드리', '용량', '마그네슘', '추천', '제품', '다이소', '용량', '다이소', '대웅제약', '마그네슘', '다이소', '판매', '동일', '제품', '다이소', '경우', '다이소', '영양제', '대하', '질문', '아래', '밴드', '남기', '확인', '드리', '영양제', '할인', '소식', '놓치', '아래', '카카오톡', '채널', '추가', '알리', '드리']",긍정
다이소에 없으면 ..약국에 가서 산화 미그네슘 구매해서 드세요..,104,"['다이소', '약국', '산화', '미그네슘', '구매', '드세']",중립
역시 울 양과자님.. 행복하고 미소가 지어지는 명절 보내세요~~,104,"['양과자', '행복', '미소', '명절', '보내']",중립
아~ 너무 감사합니다. 오늘 첨 알았어요 다이소에 이런 약품이 있는줄도 몰랐거든요. ㅎ 좋습니다.!!!,104,"['감사', '다이소', '약품', '모르']",중립
섭취율 4% 12g으로 효과가 있다니 놀랍네요!,104,"['섭취', '효과', '놀랍']",긍정
다이소 변비템 추천해주신걸로 먹어봐야겠어요 유산균은 그닥이여서 지금 좋은습관 초산균 먹고있거든영 장 리듬 잡기가 은근 어려워ㅓ요 ㅜㅜ,104,"['다이소', '변비템', '추천', '유산균', '습관', '초산', '리듬', '은근', '어렵']",긍정
단식만 하면 극심한 변비가 생겼는데.. 좋은 정보 감사합니다,104,"['단식', '변비', '생기', '정보', '감사']",중립
바로 본론에 들어가니 무조건 구독합니다,104,"['본론', '들어가', '구독']",중립
군소리없이설며해주셔잘들었읍니다구독꾹했읍니다,104,"['군소리', '구독']",중립
좋은정보네요❤❤❤❤❤,104,['정보'],중립
마그밀이네! 약국에서 마그밀사려면 양이 너무 많았는데 다이소가서 소량씩 사야겠다!,104,"['약국', '다이소', '소량']",중립
Mg Oxide는 흡수율이 Mg 종류들중에 낮고 속이 안좋은 분들에게는 속을 더 아프게도 하니 조심해서 복용해야함.,104,"['흡수', '종류', '아프', '조심', '복용']",부정
